species,match_status,n_raw,n_clean,n_cell_unique,model_status,skip_reason,cv_strategy,maxent_engine
Hypothymis azurea,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Hypsipetes leucocephalus,matched,8,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Ianthocincla lunulata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ibidorhyncha struthersii,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ictinaetus malaiensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Iduna caligata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Indicator xanthonotus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ixobrychus cinnamomeus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ixobrychus eurhythmus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ixobrychus minutus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ixos mcclellandii,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Ketupa flavipes,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Lalage melaschistos,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius borealis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius collurioides,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius isabellinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius schach,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius sphenocercus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lanius tephronotus,matched,7,7,7,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Larus argentatus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Larus brunnicephalus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Larus cachinnans,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus canus,matched,5,5,5,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Larus crassirostris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus fuscus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus genei,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus glaucescens,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus hyperboreus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus ichthyaetus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larus relictus,matched,15,15,15,modeled,NA,random_repeated,maxnet::maxnet
Larvivora akahige,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larvivora brunnea,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Larvivora cyane,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Leptopoecile elegans,matched,9,9,9,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Leptoptilos javanicus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Leucogeranus leucogeranus,matched,30,30,30,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Limnodromus scolopaceus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Limnodromus semipalmatus,matched,14,14,14,modeled,NA,random_repeated,maxnet::maxnet
Limosa lapponica,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Limosa limosa,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Linaria cannabina,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Locustella davidi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Locustella mandelli,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lonchura striata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lophophanes dichrous,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Lophotriorchis kienerii,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lophura leucomelanos,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Lophura nycthemera,matched,274,274,274,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Loxia curvirostra,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Machlolophus xanthogenys,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Macropygia unchall,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Mareca americana,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Mareca falcata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Megaceryle lugubris,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Melanitta fusca,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Melanitta stejnegeri,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Melanochlora sultanea,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Mergus serrator,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Merops philippinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Mixornis gularis,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Monticola gularis,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Monticola rufiventris,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Monticola solitarius,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Motacilla citreola,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Moupinia poecilotis,matched,11,11,11,modeled,NA,random_repeated,maxnet::maxnet
Muscicapa dauurica,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Muscicapa ferruginea,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Muscicapa muttui,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Mycerobas affinis,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Mycerobas carnipes,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Mycteria leucocephala,matched,6,6,6,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Myiomela leucura,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Myophonus caeruleus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Napothera malacoptila,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Neophron percnopterus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Netta rufina,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Niltava davidi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Niltava grandis,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Niltava macgrigoriae,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Niltava sundara,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Ninox japonica,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Nipponia nippon,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Nisaetus nipalensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Numenius madagascariensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Numenius minutus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Numenius phaeopus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Nycticorax nycticorax,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oceanites oceanicus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oenanthe deserti,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oenanthe oenanthe,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Onychoprion aleuticus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Onychoprion anaethetus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Onychoprion fuscatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oriolus oriolus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oroanassa magnifica,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Otocichla mupinensis,matched,20,20,20,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Otus lettia,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Otus semitorques,matched,47,47,47,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Otus spilocephalus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Oxyura leucocephala,matched,7,7,7,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Panurus biarmicus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Paradoxornis gularis,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Paradoxornis guttaticollis,matched,5,5,5,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Paradoxornis heudei,matched,8,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Parayuhina diademata,matched,54,54,54,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pardaliparus venustulus,matched,83,83,83,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Parus major linnaeus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Parus monticolus,matched,11,11,11,modeled,NA,random_repeated,maxnet::maxnet
Passer cinnamomeus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Passer domesticus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Passer hispaniolensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Passerculus sandwichensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pastor roseus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pavo cristatus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pelecanus crispus,matched,8,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pelecanus onocrotalus,matched,4,4,4,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pellorneum albiventre,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pellorneum tickelli,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Perdix hodgsoniae,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pericrocotus cantonensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pericrocotus divaricatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pericrocotus ethologus,matched,10,10,10,modeled,NA,random_repeated,maxnet::maxnet
Pericrocotus solaris,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Periparus rubidiventris,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pernis ptilorhynchus,matched,7,7,7,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phalaropus fulicarius,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phalaropus lobatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phasianus colchicus,matched,685,685,685,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoebastria immutabilis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phoenicopterus roseus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phoenicurus erythronotus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phoenicurus frontalis,matched,5,5,5,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phoenicurus leucocephalus,matched,8,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phoenicurus ochruros,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phoenicurus schisticeps,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phyllergates cucullatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus affinis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus borealoides,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus burkii,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus cantator,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus castaniceps,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus claudiae,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus collybita,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus coronatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus emeiensis,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phylloscopus humei,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phylloscopus intermedius,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus maculipennis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus magnirostris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus ogilviegranti,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus omeiensis,matched,21,21,21,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus proregulus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus pulcher,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus ricketti,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus sibilatrix,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus soror,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus subaffinis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus tenellipes,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus tephrocephalus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus valentini,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phylloscopus yunnanensis,matched,77,77,77,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Picumnus innominatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Picus chlorolophus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pitta brachyura,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pitta moluccensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pitta nympha,matched,9,9,9,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pitta sordida,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Platalea minor,matched,18,18,18,modeled,NA,random_repeated,maxnet::maxnet
Plectrophenax nivalis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Plegadis falcinellus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pluvialis apricaria,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pnoepyga immaculata,matched,4,4,4,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Podiceps auritus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Podiceps grisegena,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Podiceps nigricollis,matched,66,66,66,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Podoces biddulphi,matched,4,4,4,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pomatorhinus schisticeps,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pomatorhinus superciliaris,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Porphyrio porphyrio,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prinia atrogularis,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Prinia flaviventris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prinia inornata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prinia rufescens,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prinia striata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prunella collaris,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Prunella himalayana,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Prunella immaculata,matched,4,4,4,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Prunella montanella,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prunella strophiata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Psarisomus dalhousiae,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pseudopodoces humilis,matched,59,59,59,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Psilopogon faber,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Psilopogon faiostrictus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Psilopogon virens,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pterorhinus berthemyi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pterorhinus gularis,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pterorhinus lanceolatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pterorhinus pectoralis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pterorhinus sannio,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pteruthius rufiventer,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pteruthius xanthochlorus,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Ptyonoprogne rupestris,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pycnonotus aurigaster,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus blanfordi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus goiavier,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus jocosus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus sinensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus xanthorrhous,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pyrrhula erythaca,matched,5,5,5,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pyrrhula nipalensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pyrrhula pyrrhula,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rallina eurizonoides,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rallina fasciata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rallus aquaticus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Recurvirostra avosetta,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Regulus regulus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Remiz consobrinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Remiz coronatus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Remiz pendulinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rhodospiza obsoleta,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Riparia riparia,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rissa tridactyla,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rubigula flaviventris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sasia ochracea,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Saxicola ferreus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Saxicola rubetra,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sibirionetta formosa,matched,31,31,31,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sitta cinnamoventris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sitta formosa,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Sitta villosa,matched,29,29,29,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sittiparus varius,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Spilopelia chinensis,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Spilopelia senegalensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Spilornis cheela,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Spinus spinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Spizixos semitorques,matched,47,47,47,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spodiopsar cineraceus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Spodiopsar sericeus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Stachyris humei,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Stachyris nonggangensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Staphida castaniceps,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Staphida torqueola,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Stercorarius longicaudus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Stercorarius parasiticus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Stercorarius pomarinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Streptopelia decaocto,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sturnia pagodarum,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sturnia sinensis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sturnus vulgaris,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sula dactylatra,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sula granti,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sula sula,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora alphonsiana,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora conspicillata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora fulvifrons,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora przewalskii,matched,8,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Suthora webbiana,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sylvia atricapilla,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sylviparus modestus,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Synthliboramphus antiquus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Syrmaticus humiae,matched,82,82,82,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Syrmaticus reevesii,matched,208,208,208,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Syrrhaptes paradoxus,matched,22,22,22,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tarsiger chrysaeus,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Tarsiger indicus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Temnurus temnurus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Tephrodornis virgatus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Tetrax tetrax,matched,13,13,13,modeled,NA,random_repeated,maxnet::maxnet
