"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Anser fabalis","Aves","ANSERIFORMES","Anatidae","Anser","Anser fabalis","Anseriformes","Anatidae","Anser",8,7,1,1,2754.73,50.2,"Wetland",3,"3","Herbivore","Herbivore terrestrial",13919541.37,62.77,105.89,"否","杂食性","3-8","WP",23,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44007903866642,3.93573953204546,3.17805383034795,1.87180217690159,2.07944154167984,"Anser_fabalis",1.98849308348445,1.13813314066701,1.0059494062859,0.819416929448424,0.582993079941005,"Anser_fabalis"
"Anser indicus","Aves","ANSERIFORMES","Anatidae","Anser","Anser indicus","Anseriformes","Anatidae","Anser",8,7,2,1,2212.55,50.3,"Wetland",3,"3","Herbivore","Herbivore terrestrial",2371478,41.25,86.98,"否","杂食性","4-6","SWP",17,5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.34489309382353,3.93769075217672,2.89037175789616,1.79175946922805,2.07944154167984,"Anser_indicus",1.86415718891561,1.14206510069661,0.71752985226887,0.598398311719844,0.582993079941005,"Anser_indicus"
"Aythya ferina","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya ferina","Anseriformes","Anatidae","Aythya",8,7,0,0,822.99,50.1,"Wetland",3,"1","Herbivore","Herbivore aquatic",16611109.18,53.5,67.94,"否","杂食性","8","SWP",33,8,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.91539455821202,3.93378449720966,3.52636052461616,2.19722457733622,2.07944154167984,"Aythya_ferina",1.3031280923467,1.13419349351615,1.35514899514393,1.71799234265571,0.582993079941005,"Aythya_ferina"
"Aythya fuligula","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya fuligula","Anseriformes","Anatidae","Aythya",8,7,1,1,701.17,50.1,"Wetland",3,"2","Omnivore","Herbivore aquatic",20377977.97,57.84,83.37,"否","食肉","8-10","SWP",34,9,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.84582332625636,3.93378449720966,3.55534806148941,2.30258509299405,2.07944154167984,"Aythya_fuligula",1.21225121576853,1.13419349351615,1.38421084243174,2.00891997629899,0.582993079941005,"Aythya_fuligula"
"Aythya marila","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya marila","Anseriformes","Anatidae","Aythya",8,7,0,0,1005.37,48.9,"Wetland",3,"3","Omnivore","Aquatic predator",11929401.28,64.6,26.26,"否","杂食性","7-10","WP",24,8.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.00232592184208,3.91002100275747,3.2188758248682,2.2512917986065,2.07944154167984,"Aythya_marila",1.41668150488963,1.08630698965507,1.04687604920555,1.86728592425618,0.582993079941005,"Aythya_marila"
"Aythya nyroca","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya nyroca","Anseriformes","Anatidae","Aythya",8,7,2,1,574,48.9,"Wetland",3,"3","Herbivore","Herbivore aquatic",6827514.86,46.16,49.61,"否","杂食性","7-11","SWP",29,9,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",2.75891189239797,3.91002100275747,3.40119738166216,2.30258509299405,2.07944154167984,"Aythya_nyroca",1.09872383633369,1.08630698965507,1.22966499274327,2.00891997629899,0.582993079941005,"Aythya_nyroca"
"Branta bernicla","Aves","ANSERIFORMES","Anatidae","Branta","Branta bernicla","Anseriformes","Anatidae","Branta",5,4,2,1,1277.91,52.3,"Grassland",3,"3","Herbivore","Herbivore terrestrial",3125724.3,74.79,-22.74,"否","杂食性","3-6","PWV",13,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.10650026862698,3.9759363311718,2.63905732961526,1.70474809223843,1.6094379124341,"Branta_bernicla",1.55275842906162,1.21913487130218,0.465571171962248,0.358137395668069,0.118511217674641,"Branta_bernicla"
"Branta canadensis","Aves","ANSERIFORMES","Anatidae","Branta","Branta canadensis","Anseriformes","Anatidae","Branta",5,4,4,1,2811.68,49.4,"Grassland",3,"3","Herbivore","Herbivore terrestrial",12236810.45,53.3,-104.21,"否","杂食性","4-7","V",1,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44896589168836,3.91999117507732,0.693147180559945,1.87180217690159,1.6094379124341,"Branta_canadensis",2.00010146560651,1.10639817179374,-1.48532737574557,0.819416929448424,0.118511217674641,"Branta_canadensis"
"Branta hutchinsii","Aves","ANSERIFORMES","Anatidae","Branta","Branta hutchinsii","Anseriformes","Anatidae","Branta",5,4,2,1,2811.68,44.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",1274687.67,66.72,-124.78,"否","杂食性","4-5","V",3,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44896589168836,3.81990771652034,1.38629436111989,1.70474809223843,1.6094379124341,"Branta_hutchinsii",2.00010146560651,0.904717104463244,-0.79040329173344,0.358137395668069,0.118511217674641,"Branta_hutchinsii"
"Branta leucopsis","Aves","ANSERIFORMES","Anatidae","Branta","Branta leucopsis","Anseriformes","Anatidae","Branta",5,4,1,1,1683.97,50.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",178673.97,72.42,-0.02,"否","杂食性","4-7","V",2,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.22633435025715,3.94352167248752,1.09861228866811,1.87180217690159,1.6094379124341,"Branta_leucopsis",1.70929075916472,1.15381515658752,-1.07882284575047,0.819416929448424,0.118511217674641,"Branta_leucopsis"
"Branta ruficollis","Aves","ANSERIFORMES","Anatidae","Branta","Branta ruficollis","Anseriformes","Anatidae","Branta",5,4,4,1,1226.47,53.2,"Grassland",3,"3","Herbivore","Herbivore terrestrial",754114,71.96,90.31,"否","杂食性","3-8","VW",8,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.08865692963674,3.9926809084456,2.19722457733622,1.87180217690159,1.6094379124341,"Branta_ruficollis",1.52945070732697,1.25287735248009,0.0226057682567446,0.819416929448424,0.118511217674641,"Branta_ruficollis"
"Bucephala clangula","Aves","ANSERIFORMES","Anatidae","Bucephala","Bucephala clangula","Anseriformes","Anatidae","Bucephala",1,0,0,0,918.56,51.4,"Wetland",3,"3","Carnivore","Aquatic predator",22082935.41,58.51,35.56,"否","食肉，食虫","8-12","SWP",33,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.96310752952354,3.958906591327,3.52636052461616,2.39789527279837,0,"Bucephala_clangula",1.36545278724097,1.18481775079316,1.35514899514393,2.27209603328262,-1.47201845540291,"Bucephala_clangula"
"Clangula hyemalis","Aves","ANSERIFORMES","Anatidae","Clangula","Clangula hyemalis","Anseriformes","Anatidae","Clangula",1,0,7,1,871,50.9,"Wetland",3,"3","Carnivore","Aquatic predator",9492361.68,68.24,-27.99,"否","食肉，食虫","6-8","WP",19,7,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.94001815500766,3.94931879017184,2.99573227355399,2.07944154167984,0,"Clangula_hyemalis",1.33529247270918,1.16549709582975,0.823160462748181,1.39276291839853,-1.47201845540291,"Clangula_hyemalis"
"Cygnus columbianus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus columbianus","Anseriformes","Anatidae","Cygnus",3,2,1,1,6377.96,45.3,"Wetland",3,"3","Herbivore","Herbivore aquatic",5272186.12,67.98,51.4,"否","杂食性","2-5","WP",27,3.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.80468179119516,3.83514196109219,3.3322045101752,1.50407739677627,1.09861228866811,"Cygnus_columbianus",2.46475257192834,0.935416070601336,1.16049525597437,-0.195966294958842,-0.386313048046404,"Cygnus_columbianus"
"Cygnus cygnus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus cygnus","Anseriformes","Anatidae","Cygnus",3,2,1,1,9349.99,44.8,"Wetland",3,"3","Herbivore","Herbivore aquatic",17099815.6,58.93,97.43,"否","杂食性","4-5","SWPV",27,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.97081114638619,3.82428409112014,3.3322045101752,1.70474809223843,1.09861228866811,"Cygnus_cygnus",2.68175774034807,0.91353606329072,1.16049525597437,0.358137395668069,-0.386313048046404,"Cygnus_cygnus"
"Cygnus olor","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus olor","Anseriformes","Anatidae","Cygnus",3,2,3,1,10682.04,42.1,"Wetland",3,"3","Herbivore","Herbivore aquatic",4915289.2,49.96,41.72,"否","杂食性","5-6","SPV",18,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",4.02865419989662,3.7635229971097,2.94443897916644,1.87180217690159,1.09861228866811,"Cygnus_olor",2.75731477573479,0.791094628223642,0.771735676472,0.819416929448424,-0.386313048046404,"Cygnus_olor"
"Dendrocygna javanica","Aves","ANSERIFORMES","Anatidae","Dendrocygna","Dendrocygna javanica","Anseriformes","Anatidae","Dendrocygna",1,0,1,1,519.61,32.9,"Wetland",3,"2","Herbivore","Herbivore aquatic",7094720.18,20.14,92.69,"否","杂食性","10","RSPV",9,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.71567750056694,3.5234150143864,2.30258509299405,2.39789527279837,0,"Dendrocygna_javanica",1.04224925079142,0.307246098922119,0.128236378736056,2.27209603328262,-1.47201845540291,"Dendrocygna_javanica"
"Histrionicus histrionicus","Aves","ANSERIFORMES","Anatidae","Histrionicus","Histrionicus histrionicus","Anseriformes","Anatidae","Histrionicus",1,0,3,1,561.57,50,"Marine",3,"2","Carnivore","Aquatic predator",7912681.94,59.49,20.66,"否","食肉，食虫","4-8","P",9,6,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.74940389901053,3.93182563272433,2.30258509299405,1.94591014905531,0,"Histrionicus_histrionicus",1.08630409447648,1.13024612912792,0.128236378736056,1.02404820747675,-1.47201845540291,"Histrionicus_histrionicus"
"Marmaronetta angustirostris","Aves","ANSERIFORMES","Anatidae","Marmaronetta","Marmaronetta angustirostris","Anseriformes","Anatidae","Marmaronetta",1,0,0,0,477,47.7,"Wetland",3,"2","Herbivore","Herbivore aquatic",1461550.24,37.8,47.74,"否","杂食性","7-13","S",1,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.67851837904011,3.88567903008854,0.693147180559945,2.39789527279837,0,"Marmaronetta_angustirostris",0.993710439477875,1.03725477763539,-1.48532737574557,2.27209603328262,-1.47201845540291,"Marmaronetta_angustirostris"
"Melanitta fusca","Aves","ANSERIFORMES","Anatidae","Melanitta","Melanitta fusca","Anseriformes","Anatidae","Melanitta",3,2,3,1,1800.17,49.9,"Wetland",3,"3","Carnivore","Aquatic predator",5118144.61,62.27,68.59,"否","杂食性","6-10","WPV",21,8,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.2553135198676,3.92986292355648,3.09104245335832,2.19722457733622,1.09861228866811,"Melanitta_fusca",1.74714457238603,1.12629101720895,0.918714973038544,1.71799234265571,-0.386313048046404,"Melanitta_fusca"
"Mergellus albellus","Aves","ANSERIFORMES","Anatidae","Mergellus","Mergellus albellus","Anseriformes","Anatidae","Mergellus",1,0,0,0,608.55,53.8,"Wetland",3,"3","Carnivore","Aquatic predator",11990223.32,60.6,90.3,"否","食肉","8","SWPV",33,8,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.78429626676001,4.00369019395397,3.52636052461616,2.19722457733622,0,"Mergellus_albellus",1.13188197643077,1.27506248161019,1.35514899514393,1.71799234265571,-1.47201845540291,"Mergellus_albellus"
"Mergus merganser","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus merganser","Anseriformes","Anatidae","Mergus",3,2,0,0,1451.02,46,"Riverine",3,"3","Carnivore","Aquatic predator",24915961.61,54.96,28.88,"否","食肉，食虫","8-13","RSWPV",32,10.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.16167339853682,3.85014760171006,3.49650756146648,2.4423470353692,1.09861228866811,"Mergus_merganser",1.62482789766674,0.965654370310641,1.32521950303364,2.39483884652022,-0.386313048046404,"Mergus_merganser"
"Mergus serrator","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus serrator","Anseriformes","Anatidae","Mergus",3,2,4,1,1015.17,49.3,"Wetland",3,"3","Carnivore","Aquatic predator",23632905.44,60.86,26.86,"否","食肉，食虫","10","SWPV",23,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.00653877513574,3.91800507710569,3.17805383034795,2.39789527279837,1.09861228866811,"Mergus_serrator",1.42218451149232,1.10239592842089,1.0059494062859,2.27209603328262,-0.386313048046404,"Mergus_serrator"
"Mergus squamatus","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus squamatus","Anseriformes","Anatidae","Mergus",3,2,0,0,1234,48.6,"Wetland",3,"3","Carnivore","Aquatic predator",302689.47,45.96,134.05,"否","食肉，食虫","10","SWPV",27,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.09131515969722,3.90399083373088,3.3322045101752,2.39789527279837,1.09861228866811,"Mergus_squamatus",1.53292299951345,1.07415542192348,1.16049525597437,2.27209603328262,-0.386313048046404,"Mergus_squamatus"
"Netta rufina","Aves","ANSERIFORMES","Anatidae","Netta","Netta rufina","Anseriformes","Anatidae","Netta",1,0,4,1,1118,47.5,"Wetland",3,"2","Herbivore","Herbivore aquatic",6127779.64,46.6,71.79,"否","杂食性","6-12","SWPV",19,9,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",3.0484418035504,3.88156379794344,2.99573227355399,2.30258509299405,0,"Netta_rufina",1.47692001400459,1.02896205450907,0.823160462748181,2.00891997629899,-1.47201845540291,"Netta_rufina"
"Nettapus coromandelianus","Aves","ANSERIFORMES","Anatidae","Nettapus","Nettapus coromandelianus","Anseriformes","Anatidae","Nettapus",1,0,0,0,391.33,43.9,"Wetland",3,"1","Herbivore","Herbivore aquatic",9230293.27,16.85,100.56,"否","杂食性","8-14","RSV",20,11,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.59254314290461,3.80443779474821,3.04452243772342,2.484906649788,0,"Nettapus_coromandelianus",0.88140596098245,0.873543218393485,0.87207570195734,2.51235694933439,-1.47201845540291,"Nettapus_coromandelianus"
"Oxyura leucocephala","Aves","ANSERIFORMES","Anatidae","Oxyura","Oxyura leucocephala","Anseriformes","Anatidae","Oxyura",1,0,2,1,661.09,47,"Wetland",3,"1","Omnivore","Aquatic predator",4016410.78,48.43,65.67,"否","杂食性","6-10","SW",3,8,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.82026058784064,3.87120101090789,1.38629436111989,2.19722457733622,0,"Oxyura_leucocephala",1.17886008902399,1.00807970311973,-0.79040329173344,1.71799234265571,-1.47201845540291,"Oxyura_leucocephala"
"Polysticta stelleri","Aves","ANSERIFORMES","Anatidae","Polysticta","Polysticta stelleri","Anseriformes","Anatidae","Polysticta",1,0,0,0,806.76,49.1,"Marine",3,"3","Carnivore","Aquatic predator",2209280.29,70.64,58.58,"否","杂食性","6-7","WV",3,6.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.90674435730235,3.91402100809082,1.38629436111989,2.01490302054226,0,"Polysticta_stelleri",1.29182883519188,1.09436751590574,-0.79040329173344,1.21455536962031,-1.47201845540291,"Polysticta_stelleri"
"Sarkidiornis melanotos","Aves","ANSERIFORMES","Anatidae","Sarkidiornis","Sarkidiornis melanotos","Anseriformes","Anatidae","Sarkidiornis",1,0,0,0,2610,42.7,"Wetland",3,"1","Herbivore","Herbivore aquatic",18695511.28,0.53,30.99,"否","杂食性","9-12","V",3,10.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",3.41664050733828,3.77734810210154,1.38629436111989,2.4423470353692,0,"Sarkidiornis_melanotos",1.95787668560266,0.818953996504,-0.79040329173344,2.39483884652022,-1.47201845540291,"Sarkidiornis_melanotos"
"Tadorna ferruginea","Aves","ANSERIFORMES","Anatidae","Tadorna","Tadorna ferruginea","Anseriformes","Anatidae","Tadorna",2,1,0,0,1235.03,48.5,"Wetland",3,"2","Omnivore","Omnivore",18403211.28,41.82,70.95,"否","杂食性","8-10","RSWP",33,9,"Non_endemic","Partial_migrant","Omnivore","Non_forest",3.09167750713108,3.90197266957464,3.52636052461616,2.30258509299405,0.693147180559945,"Tadorna_ferruginea",1.53339631300955,1.0700885610561,1.35514899514393,2.00891997629899,-0.787014610288271,"Tadorna_ferruginea"
"Tadorna tadorna","Aves","ANSERIFORMES","Anatidae","Tadorna","Tadorna tadorna","Anseriformes","Anatidae","Tadorna",2,1,0,0,1146.83,51.8,"Coastal",3,"2","Carnivore","Aquatic predator",9435093.57,48.41,66.23,"否","杂食性","8-10","SWP",33,9,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.05949904516043,3.96651119071222,3.52636052461616,2.30258509299405,0.693147180559945,"Tadorna_tadorna",1.49136344921255,1.20014199860338,1.35514899514393,2.00891997629899,-0.787014610288271,"Tadorna_tadorna"
"Aceros nipalensis","Aves","BUCEROTIFORMES","Bucerotidae","Aceros","Aceros nipalensis","Bucerotiformes","Bucerotidae","Aceros",1,0,0,0,2385,21.6,"Forest",1,"1","Herbivore","Frugivore",284350.69,24.08,97.27,"否","杂食性","1-2","R",2,1.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",3.37748838337613,3.11794990627824,1.09861228866811,0.916290731874155,0,"Aceros_nipalensis",1.90673453047526,-0.50981834856567,-1.07882284575047,-1.81899729893011,-1.47201845540291,"Aceros_nipalensis"
"Anorrhinus austeni","Aves","BUCEROTIFORMES","Bucerotidae","Anorrhinus","Anorrhinus austeni","Bucerotiformes","Bucerotidae","Anorrhinus",1,0,0,0,933,19.6,"Forest",1,"1","Omnivore","Frugivore",774356.6,20.03,100.79,"否","杂食性","3-4","R",1,3.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.9698816437465,3.02529107579554,0.693147180559945,1.50407739677627,0,"Anorrhinus_austeni",1.37430142086238,-0.696537833471433,-1.48532737574557,-0.195966294958842,-1.47201845540291,"Anorrhinus_austeni"
"Anthracoceros albirostris","Aves","BUCEROTIFORMES","Bucerotidae","Anthracoceros","Anthracoceros albirostris","Bucerotiformes","Bucerotidae","Anthracoceros",1,0,0,0,892.89,15.9,"Forest",2,"1","Omnivore","Frugivore",4467706.59,14.07,99.91,"否","杂食性","2-3","R",3,2.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.95079795907269,2.82731362192903,1.38629436111989,1.25276296849537,0,"Anthracoceros_albirostris",1.349373507298,-1.09548791751991,-0.79040329173344,-0.889910430137798,-1.47201845540291,"Anthracoceros_albirostris"
"Buceros bicornis","Aves","BUCEROTIFORMES","Bucerotidae","Buceros","Buceros bicornis","Bucerotiformes","Bucerotidae","Buceros",1,0,0,0,2790.79,25.7,"Forest",1,"1","Omnivore","Frugivore",2951578.25,15.78,98.02,"否","杂食性","2","R",2,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",3.44572715813948,3.2846635654062,1.09861228866811,1.09861228866811,0,"Buceros_bicornis",1.99587089528718,-0.173868840062661,-1.07882284575047,-1.31556032589471,-1.47201845540291,"Buceros_bicornis"
"Upupa epops","Aves","BUCEROTIFORMES","Upupidae","Upupa","Upupa epops","Bucerotiformes","Upupidae","Upupa",1,0,0,0,66.93,21.4,"Grassland",3,"3","Carnivore","Invertivore",46881685.44,29.41,61.88,"否","食虫","6-8","RSWP",34,7,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.8256208250035,3.10906095886099,3.55534806148941,2.07944154167984,0,"Upupa_epops",-0.120380307131351,-0.527730723181842,1.38421084243174,1.39276291839853,-1.47201845540291,"Upupa_epops"
"Apus apus","Aves","CAPRIMULGIFORMES","Apodidae","Apus","Apus apus","Caprimulgiformes","Apodidae","Apus",6,5,0,0,37.6,71.6,"Human Modified",1,"3","Carnivore","Invertivore",24779919.71,48.52,57.95,"否","食虫","3","SP",19,3,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.57518784492766,4.28496492183075,2.99573227355399,1.38629436111989,1.79175946922805,"Apus_apus",-0.447506424949116,1.84186730779418,0.823160462748181,-0.521195719216021,0.298690797068234,"Apus_apus"
